Gene	fit_value	Predicted_Proximal_APA	Loci	Synthego_Wildtype_1_30_S1.sorted_PDUI	Synthego_Wildtype_1_32_S3.sorted_PDUI	Synthego_Wildtype_2_2_S5.sorted_PDUI	Synthego_Wildtype_24hour_A_S58.sorted_PDUI	Synthego_Wildtype_24hour_B_S53.sorted_PDUI	Synthego_Wildtype_24hour_C_S48.sorted_PDUI	Synthego_Wildtype_4hour_A1_S45.sorted_PDUI	Synthego_Wildtype_4hour_A2_S46.sorted_PDUI	Synthego_Wildtype_4hour_B_S51.sorted_PDUI	Synthego_Wildtype_4hour_C_S52.sorted_PDUI	Synthego_Wildtype_Control_A_S44.sorted_PDUI	Synthego_Wildtype_Control_B_S60.sorted_PDUI	Synthego_Wildtype_Control_C_S47.sorted_PDUI	Synthego_Wildtype_Cytoplasm1_S68.sorted_PDUI	Synthego_Wildtype_Cytoplasm2_S69.sorted_PDUI	Synthego_Wildtype_Cytoplasm3_S70.sorted_PDUI	Synthego_Wildtype_Ethanol_Control_2_S19.sorted_PDUI	Synthego_Wildtype_Ethanol_Control_3_S20.sorted_PDUI	Synthego_Wildtype_Ethanol_Control_4_S21.sorted_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_2_S25.sorted_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_3_S26.sorted_PDUI	Synthego_Wildtype_Ethanol_Treated_24hour_4_S27.sorted_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_2_S22.sorted_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_3_S23.sorted_PDUI	Synthego_Wildtype_Ethanol_Treated_3hour_4_S24.sorted_PDUI	Synthego_Wildtype_Nuclear1_S62.sorted_PDUI	Synthego_Wildtype_Nuclear2_S63.sorted_PDUI	Synthego_Wildtype_Nuclear3_S64.sorted_PDUI	Synthego_Wildtype_Peroxide_Control_2_S7.sorted_PDUI	Synthego_Wildtype_Peroxide_Control_3_S8.sorted_PDUI	Synthego_Wildtype_Peroxide_Control_4_S9.sorted_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_2_S10.sorted_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_3_S11.sorted_PDUI	Synthego_Wildtype_Peroxide_Treated_3hour_4_S12.sorted_PDUI	mean	sd
XM_017028039.2|YWHAB|chr20|+	95355	44906533	chr20:44906382-44908519	0.03	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.04	0.05	0.04	0.03	0.02	0.02	0.02	0.03	0.02	0.03	0.03	0.03	0.02	0.03	0.02	0.04	0.04	0.04	0.04	0.04	0.04	0.0273529411764706	0.00963227640088788
NM_052951.3|DNTTIP1|chr20|+	11569.6	45811208	chr20:45811057-45811418	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0.352941176470588	0.485071250072666
XM_024451823.1|DNTTIP1|chr20|+	11824.1	45811208	chr20:45811057-45811419	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0.352941176470588	0.485071250072666
NM_181800.3|UBE2C|chr20|+	954923.8	45816893	chr20:45816709-45816952	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0.588235294117647	0.499554168435642
NM_001256135.2|CSE1L|chr20|+	18178.1	49096500	chr20:49096349-49096949	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0.941176470588235	0.238832573610613
NM_017895.8|DDX27|chr20|+	95431.2	49243967	chr20:49243816-49244073	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_001282576.2|UBE2V1|chr20|-	475.8	50082562	chr20:50081124-50082914	0.46	0	0.38	0.52	0.25	0	0	0	0	0.34	0	0.33	0	0.44	0.55	0.37	0.39	0.23	0.15	0.2	0.14	0.28	0.22	0.27	0.16	0.38	0.53	0	0.3	0.25	0.26	0.3	0.19	0.19	0.237647058823529	0.169331284111844
NM_001317034.1|DPM1|chr20|-	18329	50935085	chr20:50934855-50935236	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_003859.3|DPM1|chr20|-	14849.5	50935085	chr20:50934870-50935236	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_002623.4|PFDN4|chr20|+	12682.4	54219203	chr20:54219019-54219961	0.17	0.13	0.17	0.21	0.14	0.19	0.23	0.24	0.15	0.15	0.18	0.24	0.17	0.21	0.2	0.17	0.15	0.19	0.18	0.14	0.15	0.19	0.17	0.13	0.16	0.15	0.17	0.29	0.12	0.14	0.14	0.17	0.16	0.16	0.173823529411765	0.0366816530709054
XM_017027879.1|PFDN4|chr20|+	17715.1	54219203	chr20:54219019-54219653	0.25	0.18	0.26	0.28	0.2	0.28	0.31	0.35	0.21	0.19	0.24	0.35	0.23	0.28	0.27	0.25	0.2	0.26	0.26	0.19	0.2	0.28	0.25	0.2	0.22	0.21	0.26	0.47	0.16	0.21	0.2	0.23	0.2	0.24	0.246176470588235	0.0597476869531925
NM_006886.4|ATP5F1E|chr20|-	449915.3	59028685	chr20:59026654-59028841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_002792.4|PSMA7|chr20|-	594913.7	62136798	chr20:62136733-62136949	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
XM_024451817.1|ADRM1|chr20|+	403938.7	62308812	chr20:62308655-62308862	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
XM_006723796.3|LAMA5|chr20|-	120768.1	62309324	chr20:62309060-62309475	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0.352941176470588	0.485071250072666
NM_005560.6|LAMA5|chr20|-	119687.6	62309324	chr20:62309065-62309475	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0.352941176470588	0.485071250072666
XM_024451959.1|RPS21|chr20|+	35616684	62387994	chr20:62387843-62388520	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
XM_024451933.1|UCKL1|chr20|-	13802.5	63939883	chr20:63939829-63940055	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_012469.4|PRPF6|chr20|+	690359.1	64032992	chr20:64032841-64033100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
XM_006723961.4|FTCD|chr21|-	186890.9	46136780	chr21:46136511-46137073	0.01	0.01	0.01	0.01	0	0.01	0.01	0.01	0.01	0.01	0.01	0	0.01	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0	0.01	0.01	0.01	0.02	0.02	0.02	0	0.01	0.01	0.01	0	0.01	0.01	0.0055048188256318
NM_206965.2|FTCD|chr21|-	339819.6	46136922	chr21:46136779-46137073	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0.882352941176471	0.327034970083864
XM_006723962.4|FTCD|chr21|-	530188.3	46136902	chr21:46136779-46137053	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0.970588235294118	0.171498585142509
XM_017028264.1|WDR4|chr21|-	17390	42843125	chr21:42843075-42843281	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_001316988.2|SLX9|chr21|+	14318.2	44976831	chr21:44976680-44976973	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.970588235294118	0.171498585142509
XM_017028481.2|SLX9|chr21|+	14781.4	44976831	chr21:44976680-44976976	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.970588235294118	0.171498585142509
XM_005261203.4|MCM3AP|chr21|-	99974.3	46235275	chr21:46235130-46235426	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0.382352941176471	0.493270218056382
NM_003906.5|MCM3AP|chr21|-	97280.1	46235275	chr21:46235133-46235426	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0.382352941176471	0.493270218056382
NM_001320651.2|LOC102724594|chr21|-	3272147.2	6484765	chr21:6484623-6484916	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NR_146146.1|RNA18SN2|chr21|+	692779175.9	8210820	chr21:8209631-8211499	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0.01	0.01	0.01	0.01	0	0.01	0.01	0.01	0.01	0	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0	0.01	0	0	0.00529411764705882	0.00506640397104899
NR_146148.1|RNA28SN2|chr21|+	2456532.8	8214276	chr21:8213888-8218941	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.16	0.15	0.13	0.19	0.16	0.31	0.18	0.11	0.16	0.16	0.18	0.17	0.17	0.18	0	0	0.14	0.27	0	0.19	0.0929411764705882	0.0951085316813059
NR_146152.1|RNA18SN3|chr21|+	679204876.4	8393855	chr21:8392666-8394534	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0.01	0.01	0.01	0.01	0	0	0	0	0	0	0.01	0	0	0.01	0.01	0.01	0	0	0	0	0	0	0.00323529411764706	0.00474858079933817
NR_146154.1|RNA28SN3|chr21|+	3052498.9	8397314	chr21:8396926-8401980	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.16	0.16	0	0.19	0.17	0.32	0.18	0.11	0.16	0.17	0.18	0.17	0.17	0.19	0	0	0	0	0	0	0.0729411764705882	0.0930144795428894
NR_145822.1|RNA28SN1|chr21|+	1635370.3	8441532	chr21:8441146-8446211	0.28	0.3	0	0.11	0	0	0	0	0	0.23	0	0.11	0	0.15	0.16	0.15	0.12	0.19	0.16	0.31	0.18	0.11	0.15	0.16	0.18	0.17	0.17	0.18	0.14	0.13	0.14	0.25	0.28	0.2	0.138529411764706	0.0934241663934453
XM_017028474.1|NRIP1|chr21|-	41.1	14964173	chr21:14961235-14968526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.06	0	0.15	0	0.03	0	0.18	0	0.13	0	0	0	0.32	0	0.49	0	0	0.0417647058823529	0.10489448055027
NM_001282907.2|CCT8|chr21|-	761060.9	29056380	chr21:29056326-29056552	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_000454.5|SOD1|chr21|+	720504	31668677	chr21:31668471-31668931	0.13	0.08	0.11	0.09	0.09	0.1	0.1	0.12	0.11	0.11	0.13	0.11	0.08	0.07	0.09	0.1	0.08	0.11	0.1	0.11	0.11	0.11	0.11	0.11	0.09	0.11	0.1	0.08	0.08	0.09	0.09	0.09	0.1	0.1	0.0997058823529412	0.0144568939448
NM_018944.3|MIS18A|chr21|-	371.2	32268950	chr21:32268228-32269117	0.05	0.03	0.07	0	0	0.04	0.05	0.05	0.04	0.04	0.04	0	0.05	0.07	0.08	0.06	0.05	0.06	0.06	0.08	0.07	0.05	0.07	0.03	0.02	0.04	0.08	0.19	0.05	0.02	0.02	0.02	0.02	0.02	0.0476470588235294	0.0340284037799985
NM_021254.4|CFAP298|chr21|-	191.2	32601672	chr21:32599354-32601973	0	0	0	0.01	0	0	0	0	0	0	0	0.01	0	0.01	0	0.01	0	0	0.01	0	0.01	0	0.01	0	0.01	0.02	0.02	0.03	0	0	0.01	0	0	0.01	0.005	0.00748736309127626
NM_001350335.2|CFAP298|chr21|-	17.2	32603141	chr21:32601667-32603292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0.15	0	0.13	0.16	0	0	0	0.12	0	0.13	0.16	0.17	0	0	0.14	0.07	0.08	0.14	0.0464705882352941	0.0662356835504932
NM_001350337.2|CFAP298|chr21|-	684.3	32602216	chr21:32601667-32602367	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0.382352941176471	0.493270218056382
NM_006134.7|TMEM50B|chr21|-	26.6	33450600	chr21:33449141-33450863	0.02	0.01	0	0	0	0.01	0	0.01	0.01	0.01	0.01	0.01	0	0.02	0.01	0.02	0.05	0.03	0.01	0.01	0.01	0	0.01	0.02	0	0	0.19	0	0.05	0	0.01	0.01	0.01	0	0.0161764705882353	0.033121878321276
NM_003720.4|PSMG1|chr21|-	7177.1	39175461	chr21:39174769-39175664	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000588235294117647	0.00238832573610613
NM_001261824.1|PSMG1|chr21|-	83601.3	39175513	chr21:39175446-39175664	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
XM_024452135.1|PSMG1|chr21|-	85955.1	39175513	chr21:39175458-39175664	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
XM_011529649.2|FAM3B|chr21|+	4233.5	41357342	chr21:41357108-41357684	0.1	0.11	0.06	0.08	0.06	0.08	0.08	0.07	0.07	0.07	0.06	0.06	0.09	0.05	0.07	0.06	0.05	0.08	0.08	0.06	0.07	0.09	0.05	0.06	0.09	0.03	0.05	0.12	0.08	0.05	0.08	0.05	0.09	0.08	0.0714705882352941	0.0190902724620105
NM_206964.2|FAM3B|chr21|+	3947.1	41357342	chr21:41357108-41357727	0.09	0.1	0.06	0.07	0.05	0.07	0.07	0.06	0.06	0.06	0.06	0.05	0.08	0.05	0.06	0.05	0.05	0.07	0.07	0.05	0.06	0.08	0.05	0.05	0.08	0.03	0.04	0.11	0.07	0.05	0.07	0.05	0.08	0.07	0.0638235294117647	0.0166996109340186
XR_937526.2|FAM3B|chr21|+	20666.4	41357280	chr21:41357108-41357345	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
XM_011529586.2|NDUFV3|chr21|+	442.7	42909101	chr21:42908864-42911396	0	0.03	0.03	0.03	0.05	0.04	0.05	0.1	0.04	0.05	0.04	0.05	0.03	0.04	0.04	0.05	0.03	0.04	0.06	0.04	0.03	0.03	0.03	0.04	0.03	0.07	0.09	0.06	0.02	0.04	0.04	0.03	0.03	0.04	0.0417647058823529	0.0184998916025152
NM_001001503.2|NDUFV3|chr21|+	279.7	42909101	chr21:42908864-42913299	0	0.03	0.03	0.03	0.04	0.04	0.04	0.07	0.03	0.05	0.03	0.04	0.03	0.05	0.05	0.05	0.03	0.03	0.04	0.04	0.03	0.03	0.03	0.04	0.03	0.06	0.1	0.06	0.03	0.04	0.04	0.03	0.03	0.04	0.0394117647058824	0.0163190122381168
XM_017028468.2|U2AF1|chr21|-	3316541.3	43093098	chr21:43092956-43093249	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_003681.5|PDXK|chr21|+	1221.7	43756181	chr21:43755951-43762299	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.02	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0114705882352941	0.00359490627953571
XM_005261195.2|PDXK|chr21|+	1221.9	43756181	chr21:43755951-43762297	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.02	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.0114705882352941	0.00359490627953571
NM_000100.4|CSTB|chr21|-	94067.6	43774179	chr21:43773950-43774330	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
XM_006724116.2|CHEK2|chr22|-	5840.1	28687802	chr22:28687743-28687986	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_001206998.2|ZNRF3|chr22|+	10221.7	29054005	chr22:29053579-29057488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.000294117647058824	0.00171498585142509
NM_014941.3|MORC2|chr22|-	48063.8	30926720	chr22:30926654-30926871	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0.852941176470588	0.359490627953571
XM_017028667.2|MORC2|chr22|-	48063.8	30926720	chr22:30926654-30926871	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0.852941176470588	0.359490627953571
XM_011530004.2|MORC2|chr22|-	48063.8	30926720	chr22:30926654-30926871	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0.852941176470588	0.359490627953571
XM_006724194.2|RBFOX2|chr22|-	24.2	35744068	chr22:35738736-35744249	0.06	0.06	0.05	0.04	0.05	0.03	0	0.05	0.04	0.03	0.07	0.05	0.02	0.04	0.08	0.08	0.03	0.03	0.04	0.03	0.03	0.03	0.04	0.03	0.03	0.03	0.04	0.07	0.04	0.04	0.03	0.02	0.03	0.02	0.04	0.0175809814598307
XM_006724260.4|EIF3L|chr22|+	2068454.1	37888581	chr22:37888426-37888631	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NM_001363785.2|EIF3L|chr22|+	195074.9	37888630	chr22:37888426-37889407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_005008.4|SNU13|chr22|-	55996.2	41674807	chr22:41673933-41675195	0.04	0.02	0.02	0.03	0	0	0	0.04	0.03	0.02	0.03	0	0.03	0.09	0.1	0	0.03	0.03	0.03	0.03	0	0	0.04	0.03	0	0	0.16	0	0	0.02	0.02	0.02	0.02	0.02	0.0264705882352941	0.0330181174271243
NM_001167621.2|ATXN10|chr22|+	13470	45843987	chr22:45843669-45845307	0.02	0.01	0.02	0.01	0.02	0.02	0	0.01	0.01	0.01	0.03	0.02	0.02	0.03	0.08	0.04	0.02	0.01	0.02	0.02	0	0.01	0.01	0.02	0	0	0	0.02	0.02	0.01	0.01	0.01	0	0.01	0.0158823529411765	0.0147950948175244
NM_197966.3|BID|chr22|-	266.8	17735373	chr22:17734138-17735591	0.02	0.04	0.02	0.04	0.06	0.02	0.04	0.06	0.04	0.03	0.05	0.07	0.04	0.04	0.01	0.02	0.05	0.03	0.04	0.02	0.06	0.03	0.02	0.03	0.01	0	0.02	0.09	0.03	0.02	0.03	0.02	0.03	0.02	0.0338235294117647	0.0187511140489003
NM_001244572.1|BID|chr22|-	267.1	17735373	chr22:17734140-17735591	0.02	0.04	0.02	0.04	0.06	0.02	0.04	0.06	0.04	0.03	0.05	0.07	0.04	0.04	0.01	0.02	0.05	0.03	0.04	0.02	0.06	0.03	0.02	0.03	0.01	0	0.02	0.09	0.03	0.02	0.03	0.02	0.03	0.02	0.0338235294117647	0.0187511140489003
NM_001166242.2|C22orf39|chr22|-	136.1	19441499	chr22:19440886-19441694	0.13	0.02	0.06	0.12	0.11	0.08	0	0.12	0.1	0.1	0.15	0	0.11	0.14	0.08	0.04	0.13	0.08	0	0.09	0.04	0.12	0	0.09	0.03	0.12	0.02	0.08	0.1	0.09	0.06	0.06	0.11	0.06	0.0776470588235294	0.0440425980799589
NM_001362910.2|UFD1|chr22|-	2870.5	19450593	chr22:19449911-19450744	0.01	0.01	0	0.01	0	0.01	0.01	0	0.01	0.01	0.01	0	0.01	0.02	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0	0	0.01	0.01	0	0	0	0.01	0.01	0	0.01	0.01	0	0.00764705882352941	0.00605971472946504
NM_001278639.2|RANBP1|chr22|+	6963.7	20127181	chr22:20126952-20127355	0.3	0.27	0.24	0.34	0.37	0.31	0.41	0.41	0.33	0.49	0.52	0.34	0.29	0.22	0.19	0.16	0.31	0.25	0.27	0.33	0.19	0.24	0.41	0.32	0.35	0.3	0.28	0.13	0.22	0.17	0.27	0.23	0.22	0.22	0.291176470588235	0.0894686234447874
XM_011530290.2|RANBP1|chr22|+	156	20126454	chr22:20126303-20126945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0.02	0	0.05	0.02	0	0	0	0	0	0	0.23	0.22	0	0	0.01	0	0	0.01	0.0191176470588235	0.055178369008309
NM_001278640.2|RANBP1|chr22|+	6848.5	20127181	chr22:20126955-20127355	0.3	0.28	0.25	0.35	0.37	0.32	0.42	0.42	0.33	0.49	0.52	0.36	0.3	0.22	0.19	0.16	0.32	0.26	0.28	0.34	0.2	0.24	0.42	0.33	0.36	0.3	0.28	0.13	0.22	0.17	0.27	0.23	0.23	0.23	0.296764705882353	0.09061141102249
XM_011530289.3|RANBP1|chr22|+	94.8	20125459	chr22:20125308-20126277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_017028890.2|RANBP1|chr22|+	9519.8	20126454	chr22:20126303-20127354	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0.588235294117647	0.499554168435642
XM_011530291.3|RANBP1|chr22|+	6963.7	20127181	chr22:20126952-20127354	0.3	0.27	0.24	0.34	0.37	0.31	0.41	0.41	0.33	0.49	0.52	0.34	0.29	0.22	0.19	0.16	0.31	0.25	0.27	0.33	0.19	0.24	0.41	0.32	0.35	0.3	0.28	0.13	0.22	0.17	0.27	0.23	0.22	0.22	0.291176470588235	0.0894686234447874
XM_017028892.1|RANBP1|chr22|+	6807.9	20127181	chr22:20126955-20127354	0.29	0.27	0.24	0.34	0.36	0.31	0.4	0.4	0.32	0.48	0.51	0.34	0.29	0.21	0.19	0.15	0.31	0.25	0.27	0.33	0.19	0.23	0.4	0.31	0.35	0.3	0.27	0.12	0.21	0.16	0.26	0.22	0.22	0.22	0.285882352941176	0.0888006841039313
NR_026815.1|TMEM191A|chr22|+	100.1	20704462	chr22:20704311-20704603	1	0	1	1	0	0	0	1	0	0	0	0.71	1	1	0	0	0.88	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	0	1	0.429117647058824	0.492909529144618
NM_004782.4|SNAP29|chr22|+	45.2	20887974	chr22:20887679-20891214	0	0	0	0.04	0.04	0	0	0	0.06	0	0.05	0	0	0	0.06	0	0.05	0.07	0.07	0.07	0	0.03	0.04	0.05	0.07	0.06	0.04	0	0	0.05	0.07	0.07	0.05	0.05	0.0320588235294118	0.0288968292026636
NR_103819.1|SNRPD3|chr22|+	283044.7	24572134	chr22:24571916-24574964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0	0	0	0	0.000588235294117647	0.00238832573610613
NM_001278656.2|SNRPD3|chr22|+	282349.3	24572134	chr22:24571916-24574971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0	0	0	0	0.000588235294117647	0.00238832573610613
XM_017028662.2|EWSR1|chr22|+	32931	29300284	chr22:29300122-29300336	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
XM_017028659.1|EWSR1|chr22|+	11237.2	29300335	chr22:29300122-29300521	0.09	0.05	0.1	0.08	0.07	0.1	0.17	0.13	0.09	0.08	0.16	0.05	0.14	0.15	0.14	0.18	0.09	0.08	0.08	0.07	0.08	0.09	0.1	0.06	0.09	0.16	0.06	0.09	0.08	0.09	0.1	0.1	0.09	0.07	0.0988235294117647	0.0344449236161637
XM_017028663.1|EWSR1|chr22|+	11202.4	29300335	chr22:29300122-29300522	0.09	0.05	0.1	0.08	0.07	0.1	0.17	0.13	0.09	0.08	0.16	0.05	0.14	0.15	0.14	0.18	0.09	0.08	0.08	0.07	0.08	0.09	0.1	0.06	0.09	0.17	0.06	0.09	0.08	0.09	0.1	0.1	0.09	0.07	0.0991176470588235	0.0350210021021
XM_017028644.2|EWSR1|chr22|+	11449.4	29300335	chr22:29300122-29300513	0.09	0.05	0.09	0.07	0.07	0.1	0.16	0.13	0.09	0.07	0.16	0.05	0.13	0.15	0.14	0.18	0.09	0.08	0.08	0.07	0.07	0.09	0.1	0.05	0.08	0.16	0.05	0.09	0.07	0.09	0.1	0.1	0.09	0.07	0.0958823529411765	0.0351721004326064
XM_024452181.1|EWSR1|chr22|+	11167.9	29300335	chr22:29300122-29300523	0.09	0.05	0.1	0.08	0.07	0.1	0.17	0.13	0.09	0.08	0.16	0.05	0.14	0.15	0.14	0.18	0.09	0.08	0.08	0.07	0.08	0.09	0.1	0.06	0.09	0.17	0.06	0.09	0.08	0.09	0.11	0.1	0.09	0.07	0.0994117647058824	0.035070593437582
NM_001002877.2|THOC5|chr22|-	158.9	29508177	chr22:29505879-29508520	0.01	0	0	0.01	0.01	0	0.01	0	0.01	0.01	0	0.01	0	0.01	0.01	0.01	0.01	0.01	0	0	0.01	0	0.01	0.01	0.01	0.03	0.06	0.03	0	0.01	0.01	0.01	0.01	0.01	0.00970588235294118	0.0114111306952166
XM_006724347.1|THOC5|chr22|-	824.9	29508329	chr22:29508167-29508520	0.37	0.42	0.3	0.41	0.39	0.33	0.24	0.35	0.46	0.41	0.22	0.22	0.32	0.4	0.69	0.68	0.34	0.65	0.28	0.22	0.28	0.23	0.55	0.35	0.41	0.57	0.27	0.44	0.49	0.66	0.46	0.33	0.55	0.33	0.400588235294118	0.13731055657999
